ePOS Code,Company Code,Date,ACRA REGISTERED NAME,Brand/Deal Name/Business Name,Sub Domain Link (If Lead is already available in Backend) Fill only when EPOS client,Tele Sales or MR (For KPI - Internal),Name of the Market Researcher,Original Source (Marketing),"Marketing Source (Do not fill anything if the leads are from Hubspot, EPOS clients)",Company Registration date / Date Established,Company Registration Number (UEN),Primary SSIC Code,Secondary SSIC Code,Hubspot ID (Company),Hubspot ID(Deal),Hubspot ID(Contact),Website URL,Business Type,Facebook Page,Instagram URL,Linkedin URL,Tik Tok URL,Ownership Type,Parent Industry Type,Industry Type,Sub Industry,Business model,Presence of Multiple Outlets,Number of Outlets (Write in #),Region,Planning Area,Business Location Type,Registered Address (Block & Street),Registered Address (Unit #),Registered Address (Postal code),"Operational Address 
(Block & Street)","Operational Address 
(Unit #)","Operational Address 
(Postal Code)",Operational Address Type,First Name,Last Name,PIC Name 1 Designation,PIC NAME 1 Contact Number,PIC 1 email address,PIC 1 Source,First Name 2,Last Name 2,PIC Name 2 Designation,PIC NAME 2 Contact Number,PIC 2 email address,PIC 2 Source,First Name 3,Last Name 3,PIC Name Designation 3,PIC NAME 3 Contact Number,PIC 3 email address,PIC 3 Source,FB/Insta/Tik Tok/Linkedin Contact,Current ePOS Client ?,"If ePOS Client, which product they are using?",Is this deal part of the Gov List?,Source from Market Researcher,Contact Number from Lusha?,Phone number Verified ?
,,"13,01,2026",THAI EXPERIENCE,THAI EXPERIENCE,,TeleSales,Hazim,Offline Sources,Web Scrapping,28-07-2017,53367525A,96024,96022,,,,https://thaiexperience.net/,SME,https://www.facebook.com/thaiexperience/,https://www.instagram.com/thai.experience_/?hl=en,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,155 MEI LING STREET,,,218 PASIR PANJANG ROAD ICON @ PASIR PANJANG 01-04 Singapore 118579,267,140155,,,,,65 8774 1289,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",INSTITUTE BEAUTY SECRETS TRAINING ACCREDITATION ACADEMY,INSTITUTE BEAUTY SECRETS TRAINING ACCREDITATION ACADEMY,,TeleSales,Hazim,Offline Sources,Web Scrapping,08-01-2019,53392258E,96029,85409,,,,https://beautyacademy.com.sg/,SME,https://www.facebook.com/p/Institute-of-Beauty-Secrets-Training-Academy-100076481049167/,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,435B BUKIT BATOK WEST AVENUE 5,,,435B BUKIT BATOK WEST AVENUE 5 WEST EDGE @ BUKIT BATOK 11-972 Singapore 652435,972,652435,,,,,65 6338 8339,cpdonlineaccreditation@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",TOKYO GARDEN BEAUTY MEDISPA,TOKYO GARDEN BEAUTY MEDISPA,,TeleSales,Hazim,Offline Sources,Web Scrapping,10-10-2019,53404483B,96022,47721,,,,https://tokyogarden-clinic.com/,SME,https://www.facebook.com/tokyogardenclinic,https://www.instagram.com/tokyogardenclinic/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,435 ORCHARD ROAD,,,435 ORCHARD ROAD WISMA ATRIA 15-04A Singapore 238877,04A,238877,,,,,65 6732 0402,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",GIGI BEAUTY SALON,GIGI BEAUTY SALON,,TeleSales,Hazim,Offline Sources,Web Scrapping,13-06-2016,53339362X,96022,0,,,,,SME,https://www.facebook.com/gigihairbeauty/,https://www.instagram.com/gigi.beauty.salon/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,101 UPPER CROSS STREET,,,101 UPPER CROSS STREET PEOPLE'S PARK CENTRE 02-02 Singapore 058357,02,58357,,,,,65 6534 5763,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",SHEBELLA BEAUTY & SLIMMING,SHEBELLA BEAUTY & SLIMMING,,TeleSales,Hazim,Offline Sources,Web Scrapping,30-06-2017,53365733D,96022,0,,,,https://mandytse1982.wixsite.com/shebellabeautyslim-1,SME,https://www.facebook.com/vskinbeautyconsultancy,https://www.instagram.com/shebellabeauty/?hl=en,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,251 JURONG EAST STREET 24,,,251 JURONG EAST STREET 24 YUHUA PLACE 05-116 Singapore 600251,116,600251,,,,,65 9224 8800,shebellabeauty@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",CLINIC LASH,CLINIC LASH,,TeleSales,Hazim,Offline Sources,Web Scrapping,11-06-2019,53399010J,96029,0,,,,,SME,https://www.facebook.com/cliniclash/,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,367 TAMPINES STREET 34,,,367 TAMPINES STREET 34 07-87 Singapore 520367,87,520367,,,,,65 9180 1299,alice.phee@yahoo.com.sg,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",ANESIS BEAUTY & WELLNESS PTE. LTD.,ANESIS BEAUTY & WELLNESS,,TeleSales,Hazim,Offline Sources,Web Scrapping,27-10-2023,202342973W,96029,0,,,,,Startbud,,https://www.instagram.com/anesistherapist/?__d=1,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,29 JALAN RABU,,,29 JALAN RABU THOMSON GARDEN ESTATE Singapore 577045,,577045,,,,,65 8353 5660,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",JO HAIR SERVICES,JO HAIR,,TeleSales,Hazim,Offline Sources,Web Scrapping,20-06-2022,53452076J,96022,96021,,,,http://www.johairstudio.com.sg/,SME,https://www.facebook.com/JHSatRedhill/,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,150 ORCHARD ROAD,,,150 ORCHARD ROAD ORCHARD PLAZA 02-37 Singapore 238841,37,238841,,,,,65 8500 1800,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",KNEAD 2 D'STRESS PTE. LTD.,KNEAD 2 DSTRESS,,TeleSales,Hazim,Offline Sources,Web Scrapping,23-05-2018,201817684W,96022,96024,,,,,SME,,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,62 UBI ROAD 1,,,62 UBI ROAD 1 OXLEY BIZHUB 2 02-01 Singapore 408734,01,408734,,,,,65 6253 7253,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",MAGNIBEAUTY,MAGNIBEAUTY,,TeleSales,Hazim,Offline Sources,Web Scrapping,08-08-2017,53368226J,96022,0,,,,,SME,https://m.facebook.com/magnimilla,https://www.instagram.com/magnibeauty/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,488B CHOA CHU KANG AVENUE 5,,,488B CHOA CHU KANG AVENUE 5 SUNSHINE GARDENS 03-137 Singapore 682488,137,682488,,,,,65 9238 6421,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",MICHELLE BEAUTY IMAGE,MICHELLE BEAUTY IMAGE,,TeleSales,Hazim,Offline Sources,Web Scrapping,02-11-2017,53372885A,96022,0,,,,,SME,https://facebook.com/pages/category/Beauty--Cosmetic---Personal-Care/Michelle-Beauty-Hair-Salon-187540175431340,https://www.instagram.com/michellebeauty___/?hl=en,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,418 YISHUN AVENUE 11,,,418 YISHUN AVENUE 11 01-413 Singapore 760418,413,760418,,,,,65 9176 6922,michellebeautyhairsalon@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",MANCH WELLNESS PTE. LTD.,MANCH WELLNESS,,TeleSales,Hazim,Offline Sources,Web Scrapping,14-09-2016,201625085Z,96024,0,,,,https://www.mycareersfuture.gov.sg/job/sales/spa-therapist-manch-wellness-f3a3d13430e8402ce83b9aeb2b7660ac,SME,https://facebook.com/manchwellness,https://www.instagram.com/explore/locations/964214986/manch-wellness/,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,498L TAMPINES STREET 45,,,498L TAMPINES STREET 45 06-484 Singapore 528498,484,528498,,,,,65 8461 3488,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",JK NAIL SPA,JK NAIL SPA,,TeleSales,Hazim,Offline Sources,Web Scrapping,13-11-2022,53458874C,96023,0,,,,,SME,,https://www.instagram.com/explore/tags/jknailspa/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,433 CLEMENTI AVENUE 3,,,433 CLEMENTI AVENUE 3 01-268 Singapore 120433,268,120433,,,,,65 8042 7968,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",YEMAYA SPA PTE. LTD.,YEMAYA SPA,,TeleSales,Hazim,Offline Sources,Web Scrapping,04-05-2017,201712289H,96024,96022,,,,,SME,https://www.facebook.com/ntu.alumnimclub/,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,11 CANNING WALK,,,11 CANNING WALK HOTEL FORT CANNING 01-00 Singapore 178881,00,178881,,,,,65 8166 0100,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",SANCTUARY WELLNESS PTE. LTD.,SANCTUARY WELLNESS,,TeleSales,Hazim,Offline Sources,Web Scrapping,20-02-2024,202406719N,96024,96022,,,,https://sanctuarywellness.sg/,Startbud,,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,401 HAVELOCK ROAD,,,401 HAVELOCK ROAD HOTEL MIRAMAR 04-07 Singapore 169631,07,169631,,,,,65 8056 3282,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",YUXUAN BEAUTY CLUB,YUXUAN BEAUTY CLUB,,TeleSales,Hazim,Offline Sources,Web Scrapping,29-06-2018,53383806A,96022,96029,,,,https://www.mycareersfuture.gov.sg/job/healthcare/beautician-yuxuan-beauty-club-48be968bb390489d6997fd90f876e68c,SME,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,3 NEW BUGIS STREET,,,3 NEW BUGIS STREET 03-113 Singapore 188867,113,188867,,,,,65 9891 2339,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",SUPER 8 SPA PTE. LTD.,SUPER 8 SPA,,TeleSales,Hazim,Offline Sources,Web Scrapping,25-12-2018,201842828G,96024,96029,,,,https://super8spa.com/,SME,,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,110B BIDADARI PARK DRIVE,,,110B BIDADARI PARK DRIVE BALESTIER HILL SHOPPING CENTRE 06-242 Singapore 342110,242,342110,,,,,65 6908 0158,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",BE KIM BEAUTY,BE KIM BEAUTY,,TeleSales,Hazim,Offline Sources,Web Scrapping,06-10-2020,53421887C,96029,0,,,,,SME,https://www.facebook.com/BeKimBeauty,https://www.instagram.com/be_kim_beauty/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,108 SERANGOON NORTH AVENUE 1,,,108 SERANGOON NORTH AVENUE 1 12-705 Singapore 550108,705,550108,,,,,65 9662 4777,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",LOUISA BEAUTY PTE. LTD.,LOUISA BEAUTY,,TeleSales,Hazim,Offline Sources,Web Scrapping,28-10-2022,202238293W,96029,0,,,,,SME,,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,10 ANSON ROAD,,,10 ANSON ROAD INTERNATIONAL PLAZA 03-07 Singapore 079903,07,79903,,,,,65 8038 9629,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",ATELIER KOGAO,ATELIER KOGAO,,TeleSales,Hazim,Offline Sources,Web Scrapping,09-03-2024,53482312B,96022,0,,,,https://atelierkogao.com/promo/,Startbud,https://www.facebook.com/AtelierKogao/,https://www.instagram.com/atelierkogao/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,6 EU TONG SEN STREET,,,6 EU TONG SEN STREET THE CENTRAL 09-20 Singapore 059817,20,59817,,,,,65 8749 2563,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",ANGEL BEAUTY PARLOUR,ANGEL BEAUTY PARLOUR,,TeleSales,Hazim,Offline Sources,Web Scrapping,14-02-2016,53329008B,96023,47711,,,,,SME,https://facebook.com/angelbeautyparlour281,https://www.instagram.com/angel_beauty_parlour/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,281A SENGKANG EAST AVENUE,,,281A SENGKANG EAST AVENUE COMPASSVALE ANCILLA 13-619 Singapore 541281,619,541281,,,,,65 9008 7728,angelfan1980@icloud.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",CUPINC SG,CUPINC,,TeleSales,Hazim,Offline Sources,Web Scrapping,02-07-2020,53416231B,96024,86909,,,,,SME,https://www.facebook.com/CUPINCSG/,https://instagram.com/cupinc_sg?igshid=18vd5j71jto9k,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,390 VICTORIA STREET,,,390 VICTORIA STREET THE GOLDEN LANDMARK 02-11 Singapore 188061,11,188061,,,,,65 9169 1906,cupincsg@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",QWEEN PTE. LTD.,QWEEN,,TeleSales,Hazim,Offline Sources,Web Scrapping,25-07-2019,201924286N,96022,0,,,,https://qween.com.sg/2018/03/12/my-ipl-journey-female-brazilian,SME,https://www.facebook.com/qweensg,https://www.instagram.com/qweensg,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,6C GALISTAN AVENUE,,,6C Galistan Avenue #6C Singapore 669701,,669701,,,,,65 6735 0013,marketing@qween.com.sg,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",LAPIS BEAUTY CARE PTE. LTD.,LAPIS BEAUTY CARE,,TeleSales,Hazim,Offline Sources,Web Scrapping,18-01-2025,202503827N,96029,0,,,,https://www.lapiswhitening.com/en,Startbud,,https://www.instagram.com/lapis_body_care/?hl=en,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,371 BEACH ROAD,,,371 BEACH ROAD CITY GATE Singapore 199597,,199597,,,,,65 6737 6373,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",CIAO LASHES,CIAO LASHES,,TeleSales,Hazim,Offline Sources,Web Scrapping,12-06-2019,53399078E,96029,0,,,,,SME,,https://www.instagram.com/ciaolashessg/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,14 SCOTTS ROAD,,,14 SCOTTS ROAD FAR EAST PLAZA 04-72 Singapore 228213,72,228213,,,,,65 8611 7829,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",NAILSLUT SPA,NAILSLUT SPA,,TeleSales,Hazim,Offline Sources,Web Scrapping,21-06-2022,53452119C,96023,0,,,,,SME,,https://www.instagram.com/nailslutnails/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,14 SCOTTS ROAD,,,14 SCOTTS ROAD FAR EAST PLAZA 04-110A Singapore 228213,127,228213,,,,,65 6902 0820,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",THE PAMPER ROOM,THE PAMPER ROOM,,TeleSales,Hazim,Offline Sources,Web Scrapping,05-12-2018,53390810L,96022,96023,,,,https://thepamperroom.sg/en,SME,https://www.facebook.com/ThePamperRoom.sg,https://www.instagram.com/thepamperroom.sg/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,211 HOLLAND AVENUE,,,211 HOLLAND AVENUE HOLLAND ROAD SHOPPING CENTRE 03-14A Singapore 278967,14A,278967,,,,,65 6737 3808,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",ILLUMIA FACE PTE. LTD.,ILLUMIA FACE,,TeleSales,Hazim,Offline Sources,Web Scrapping,04-02-2022,202203939M,96029,0,,,,https://illumiaface.com/,SME,https://www.facebook.com/illumiatherapeutics,https://www.instagram.com/illumiaface.sg/,https://sg.linkedin.com/in/amanda-holy-l-b45085a,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,435 ORCHARD ROAD,,,435 ORCHARD ROAD WISMA ATRIA 11-00 Singapore 238877,00,238877,,,,,65 6454 5465,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",XIANG HE WELLNESS,XIANG HE WELLNESS,,TeleSales,Hazim,Offline Sources,Web Scrapping,30-06-2022,53452527W,96024,96022,,,,,SME,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,184 TOA PAYOH CENTRAL,,,184 TOA PAYOH CENTRAL 01-354 Singapore 310184,354,310184,,,,,65 6970 6869,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",NAIL DYNASTY,NAIL DYNASTY,,TeleSales,Hazim,Offline Sources,Web Scrapping,04-01-2024,53478854L,96023,0,,,,,Startbud,https://www.facebook.com/p/Nail-Dynasty-61557917793801/,https://www.instagram.com/naildynasty_/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,14 SCOTTS ROAD,,,14 SCOTTS ROAD FAR EAST PLAZA 05-114 Singapore 228213,114,228213,,,,,65 6022 1987,sallynaildynasty@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",INS BEAUTY PTE. LTD.,INS BEAUTY,,TeleSales,Hazim,Offline Sources,Web Scrapping,06-07-2024,202427315E,96022,10799,,,,https://inbeauty.com.sg/,Startbud,,,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,1 LORONG 22 GEYLANG,,,30 NEW UPPER CHANGI ROAD SUN BLISS 08-808 Singapore 461030,06,398664,,,,,65 6455 2803,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",EL NOURA BRIDAL BEAUTY WELLNESS,EL NOURA BRIDAL BEAUTY WELLNESS,,TeleSales,Hazim,Offline Sources,Web Scrapping,26-06-2020,53415826M,96029,96040,,,,,SME,,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,390 VICTORIA STREET,,,390 VICTORIA STREET THE GOLDEN LANDMARK 03-19A Singapore 188061,19A,188061,,,,,65 6298 0711,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",RARE BEAUTY PROFESSIONAL,RARE BEAUTY PROFESSIONAL,,TeleSales,Hazim,Offline Sources,Web Scrapping,03-05-2017,53361793J,96029,0,,,,,SME,https://facebook.com/rarebeautysg,https://www.instagram.com/rarebeautysg/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,79 JURONG WEST CENTRAL 3,,,79 JURONG WEST CENTRAL 3 THE CENTRIS 08-32 Singapore 648339,32,648339,,,,,65 8788 7000,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",BRIGHT BEAUTY STUDIO PTE. LTD.,BRIGHT BEAUTY STUDIO,,TeleSales,Hazim,Offline Sources,Web Scrapping,02-12-2021,202141864W,96022,96029,,,,https://www.mycareersfuture.gov.sg/job/customer-service/sales-manager-bright-beauty-studio-108a9720c828ec25dbbced1029f46630,SME,https://www.facebook.com/deepabalasubramaniya,https://www.instagram.com/studiobrightbeauty/,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,503 TAMPINES CENTRAL 1,,,503 TAMPINES CENTRAL 1 01-303 Singapore 520503,303,520503,,,,,65 8300 6605,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",YOUNG PASSION PTE. LTD.,YOUNG PASSION,,TeleSales,Hazim,Offline Sources,Web Scrapping,15-05-2016,201613062K,96022,47721,,,,,SME,https://www.facebook.com/YoungPassionBeauty/,https://www.instagram.com/ygpassion16/?hl=en,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,761 YISHUN STREET 72,,,761 YISHUN STREET 72 JUNCTION NINE 01-360 Singapore 760761,360,760761,,,,,65 6358 3908,youngpassion2016@hotmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",THE BEAUTY & NAILS SPACE,THE BEAUTY & NAILS SPACE,,TeleSales,Hazim,Offline Sources,Web Scrapping,25-08-2022,53455161X,96029,0,,,,,SME,https://www.facebook.com/p/The-Beauty-Nails-Space-100084798374513/,,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,585 WOODLANDS DRIVE 16,,,585 WOODLANDS DRIVE 16 06-78 Singapore 730585,78,730585,,,,,65 8814 1391,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",ME AURA,ME AURA,,TeleSales,Hazim,Offline Sources,Web Scrapping,06-06-2023,53468559E,96022,0,,,,,Startbud,,https://www.instagram.com/aura.me1/,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,371 BEACH ROAD,,,371 BEACH ROAD CITY GATE B1-28 Singapore 199597,28,199597,,,,,65 8782 9414,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",LASH DAY LIMITED LIABILITY PARTNERSHIP,LASH DAY LIABILITY PARTNERSHIP,,TeleSales,Hazim,Offline Sources,Web Scrapping,29-10-2018,T18LL1805D,96022,0,,,,https://lashdaysg.com/,SME,,,,,LIMITED LIABILITY PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,144 UPPER BUKIT TIMAH ROAD,,,144 UPPER BUKIT TIMAH ROAD BEAUTY WORLD CENTRE 03-K16 Singapore 588177,K16,588177,,,,,65 9344 1211,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",ALLTENTIC PTE. LTD.,ALLTENTIC,,TeleSales,Hazim,Offline Sources,Web Scrapping,03-03-2016,201605467W,96024,47721,,,,https://alltentic.com/,SME,https://www.facebook.com/alltenticjamumassage/,https://www.instagram.com/alltenticjamumassage/,,,LOCAL COMPANY,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,278 TOH GUAN ROAD,,,278 TOH GUAN ROAD TOH GUAN VIEW 13-181 Singapore 600278,181,600278,,,,,65 6565 0636,info@alltentic.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",SAFF POST NATAL MASSAGE,SAFF POST NATAL MASSAGE,,TeleSales,Hazim,Offline Sources,Web Scrapping,22-04-2019,53396887M,96024,0,,,,https://pnsingapore.com/,SME,https://www.facebook.com/saffpostnatalmassage/,https://www.instagram.com/saffpostnatalmassage/?hl=en,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,569B CHAMPIONS WAY,,,569B CHAMPIONS WAY 05-376 Singapore 732569,376,732569,,,,,65 8460 8078,saffpostnatal@gmail.com,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
,,"13,01,2026",2AM MAKEUP STUDIO,2AM MAKEUP STUDIO,,TeleSales,Hazim,Offline Sources,Web Scrapping,14-11-2018,53389952D,96029,47711,,,,https://chichiallure.com/,SME,https://www.facebook.com/chichialluremakeupstudio,https://www.instagram.com/chichi_allure,,,SOLE PROPRIETORSHIP/ PARTNERSHIP,Services,Services,"Beauty & Wellness (Spas, Massage, Skincare)","B2C, Offline",,,,,,50 CANBERRA DRIVE,,,119B CANBERRA CRESCENT EASTWAVE @ CANBERRA 06-335 Singapore 752119,20,768438,,,,,65 9437 6772,,RecordOwl,,,,,,,,,,,,,,No,,Gov List,"ACRA, Google Searches",,
